Name,Cosmic Id, Tissue, Tissue sub-type,,
924188,KNS-81-FD,924188,LGG,nervous_system,glioma
1298215,KON,1298215,HNSC,aero_digestive_tract,head_and_neck
1330933,KOPN-8,1330933,UNCLASSIFIED,blood,B_cell_leukemia
753570,KOSC-2,753570,HNSC,aero_digestive_tract,head_and_neck
1298216,KP-1N,1298216,PAAD,pancreas,pancreas
1298218,KP-2,1298218,PAAD,pancreas,pancreas
1298219,KP-3,1298219,UNCLASSIFIED,pancreas,pancreas
753572,KP-4,753572,PAAD,pancreas,pancreas
924189,KP-N-RT-BM-1,924189,NB,nervous_system,neuroblastoma
907314,KP-N-YN,907314,NB,nervous_system,neuroblastoma
946363,KP-N-YS,946363,NB,nervous_system,neuroblastoma
907313,KS-1,907313,GBM,nervous_system,glioma
907312,KU-19-19,907312,BLCA,urogenital_system,bladder
907311,KU812,907311,LCML,blood,chronic_myeloid_leukaemia
909975,KURAMOCHI,909975,UNCLASSIFIED,urogenital_system,ovary
907300,KY821,907300,LAML,blood,leukemia
1503368,KYAE-1,1503368,ESCA,aero_digestive_tract,oesophagus
1240166,KYM-1,1240166,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma
753573,KYSE-140,753573,ESCA,aero_digestive_tract,oesophagus
907317,KYSE-150,907317,ESCA,aero_digestive_tract,oesophagus
907318,KYSE-180,907318,ESCA,aero_digestive_tract,oesophagus
1240167,KYSE-220,1240167,ESCA,aero_digestive_tract,oesophagus
907319,KYSE-270,907319,ESCA,aero_digestive_tract,oesophagus
1298221,KYSE-30,1298221,UNCLASSIFIED,aero_digestive_tract,oesophagus
753574,KYSE-410,753574,ESCA,aero_digestive_tract,oesophagus
907320,KYSE-450,907320,ESCA,aero_digestive_tract,oesophagus
1298222,KYSE-50,1298222,ESCA,aero_digestive_tract,oesophagus
907321,KYSE-510,907321,ESCA,aero_digestive_tract,oesophagus
753575,KYSE-520,753575,ESCA,aero_digestive_tract,oesophagus
753576,KYSE-70,753576,ESCA,aero_digestive_tract,oesophagus
1327776,Kasumi-3,1327776,UNCLASSIFIED,blood,acute_myeloid_leukaemia
1330935,L-1236,1330935,UNCLASSIFIED,blood,Hodgkin_lymphoma
924239,L-363,924239,MM,blood,myeloma
907322,L-428,907322,UNCLASSIFIED,blood,Hodgkin_lymphoma
907323,L-540,907323,UNCLASSIFIED,blood,Hodgkin_lymphoma
907783,LAMA-84,907783,LCML,blood,chronic_myeloid_leukaemia
949170,LAN-6,949170,NB,nervous_system,neuroblastoma
753577,LB1047-RCC,753577,KIRC,kidney,kidney
753578,LB2241-RCC,753578,KIRC,kidney,kidney
753579,LB2518-MEL,753579,SKCM,skin,melanoma
753581,LB373-MEL-D,753581,SKCM,skin,melanoma
753582,LB647-SCLC,753582,SCLC,lung,lung_small_cell_carcinoma
753583,LB771-HNC,753583,HNSC,aero_digestive_tract,head_and_neck
753584,LB831-BLC,753584,BLCA,urogenital_system,bladder
753585,LB996-RCC,753585,KIRC,kidney,kidney
1298223,LC-1-sq,1298223,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
907785,LC-1F,907785,UNCLASSIFIED,lung,lung_NSCLC_squamous_cell_carcinoma
907786,LC-2-ad,907786,LUAD,lung,lung_NSCLC_adenocarcinoma
907787,LC4-1,907787,ALL,blood,lymphoblastic_leukemia
753586,LCLC-103H,753586,UNCLASSIFIED,lung,lung_NSCLC_large_cell
946361,LCLC-97TM1,946361,UNCLASSIFIED,lung,lung_NSCLC_large_cell
869795,LIM1215,869795,UNCLASSIFIED,,
687787,LK-2,687787,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
1240168,LN-18,1240168,GBM,nervous_system,glioma
1240169,LN-229,1240169,GBM,nervous_system,glioma
910694,LN-405,910694,GBM,nervous_system,glioma
907788,LNCaP-Clone-FGC,907788,PRAD,urogenital_system,prostate
1240170,LNZTA3WT4,1240170,GBM,nervous_system,glioma
1298226,LOU-NH91,1298226,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
907789,LOUCY,907789,ALL,blood,lymphoblastic_T_cell_leukaemia
905974,LOXIMVI,905974,SKCM,skin,melanoma
907791,LP-1,907791,MM,blood,myeloma
917486,LS-1034,917486,COREAD,digestive_system,large_intestine
907792,LS-123,907792,COREAD,digestive_system,large_intestine
998189,LS-180,998189,COREAD,digestive_system,large_intestine
907794,LS-411N,907794,COREAD,digestive_system,large_intestine
907795,LS-513,907795,COREAD,digestive_system,large_intestine
753588,LU-134-A,753588,SCLC,lung,lung_small_cell_carcinoma
713899,LU-135,713899,SCLC,lung,lung_small_cell_carcinoma
713878,LU-139,713878,SCLC,lung,lung_small_cell_carcinoma
753589,LU-165,753589,SCLC,lung,lung_small_cell_carcinoma
724863,LU-65,724863,UNCLASSIFIED,lung,lung_NSCLC_large_cell
907796,LU-99A,907796,UNCLASSIFIED,lung,lung_NSCLC_large_cell
753592,LXF-289,753592,LUAD,lung,lung_NSCLC_adenocarcinoma
907790,LoVo,907790,COREAD,digestive_system,large_intestine
949094,M059J,949094,GBM,nervous_system,glioma
905975,M14,905975,SKCM,skin,melanoma
1298233,MB157,1298233,UNCLASSIFIED,breast,breast
907798,MC-1010,907798,UNCLASSIFIED,blood,acute_myeloid_leukaemia
683665,MC-CAR,683665,MM,blood,haematopoietic_neoplasm_other
908118,MC-IXC,908118,NB,nervous_system,neuroblastoma
907799,MC116,907799,DLBC,blood,B_cell_lymphoma
1240171,MCAS,1240171,UNCLASSIFIED,urogenital_system,ovary
1333003,MCC13,1333003,UNCLASSIFIED,skin,Merkel_cell_carcinoma
1298234,MCC26,1298234,UNCLASSIFIED,skin,Merkel_cell_carcinoma
905946,MCF7,905946,BRCA,breast,breast
908119,MDA-MB-134-VI,908119,UNCLASSIFIED,breast,breast
925338,MDA-MB-157,925338,BRCA,breast,breast
908120,MDA-MB-175-VII,908120,BRCA,breast,breast
905960,MDA-MB-231,905960,BRCA,breast,breast
1330941,MDA-MB-330,1330941,BRCA,breast,breast
908121,MDA-MB-361,908121,BRCA,breast,breast
924240,MDA-MB-415,924240,BRCA,breast,breast
1240172,MDA-MB-436,1240172,BRCA,breast,breast
908122,MDA-MB-453,908122,BRCA,breast,breast
908123,MDA-MB-468,908123,BRCA,breast,breast
1240173,MDST8,1240173,COREAD,digestive_system,large_intestine
1330942,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia
687514,ME-180,687514,CESC,urogenital_system,cervix
1330943,MEC-1,1330943,UNCLASSIFIED,blood,B_cell_leukemia
908126,MEG-01,908126,LCML,blood,chronic_myeloid_leukaemia
908124,MEL-HO,908124,SKCM,skin,melanoma
908125,MEL-JUSO,908125,SKCM,skin,melanoma
908127,MES-SA,908127,UNCLASSIFIED,urogenital_system,uterus
908129,MFE-280,908129,UCEC,urogenital_system,endometrium
908130,MFE-296,908130,UCEC,urogenital_system,endometrium
1240174,MFE-319,1240174,UCEC,urogenital_system,endometrium
925343,MFH-ino,925343,UNCLASSIFIED,soft_tissue,soft_tissue_other
910948,MFM-223,910948,BRCA,breast,breast
908131,MG-63,908131,UNCLASSIFIED,bone,osteosarcoma
908132,MHH-CALL-2,908132,UNCLASSIFIED,blood,B_cell_leukemia
908134,MHH-ES-1,908134,UNCLASSIFIED,bone,ewings_sarcoma
908135,MHH-NB-11,908135,NB,nervous_system,neuroblastoma
908136,MHH-PREB-1,908136,UNCLASSIFIED,blood,B_cell_leukemia
724870,MIA-PaCa-2,724870,PAAD,pancreas,pancreas
1333014,MKL-1-subclone-2,1333014,UNCLASSIFIED,skin,Merkel_cell_carcinoma
1333015,MKL-2,1333015,UNCLASSIFIED,skin,Merkel_cell_carcinoma
908138,MKN1,908138,UNCLASSIFIED,digestive_system,stomach
908139,MKN28,908139,STAD,digestive_system,stomach
925340,MKN45,925340,STAD,digestive_system,stomach
924250,MKN7,924250,STAD,digestive_system,stomach
1240178,ML-1,1240178,THCA,thyroid,thyroid
908141,ML-2,908141,LAML,blood,acute_myeloid_leukaemia
908142,MLMA,908142,UNCLASSIFIED,blood,hairy_cell_leukaemia
1659818,MM1S,1659818,MM,blood,myeloma
925339,MMAC-SF,925339,SKCM,skin,melanoma
908143,MN-60,908143,UNCLASSIFIED,blood,B_cell_leukemia
908144,MOG-G-CCM,908144,LGG,nervous_system,glioma
908145,MOG-G-UVW,908145,LGG,nervous_system,glioma
1330947,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia
1330948,MOLM-16,1330948,LAML,blood,acute_myeloid_leukaemia
1330950,MOLP-8,1330950,MM,blood,myeloma
908146,MOLT-13,908146,ALL,blood,lymphoblastic_T_cell_leukaemia
908147,MOLT-16,908147,ALL,blood,lymphoblastic_T_cell_leukaemia
905958,MOLT-4,905958,ALL,blood,lymphoblastic_leukemia
908148,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia
908150,MPP-89,908150,MESO,lung,mesothelioma
908151,MRK-nu-1,908151,BRCA,breast,breast
753594,MS-1,753594,SCLC,lung,lung_small_cell_carcinoma
1240179,MS751,1240179,CESC,urogenital_system,cervix
908152,MSTO-211H,908152,MESO,lung,mesothelioma
908156,MV-4-11,908156,UNCLASSIFIED,blood,leukemia
1330960,MY-M12,1330960,ALL,blood,leukemia
753595,MZ1-PC,753595,PAAD,pancreas,pancreas
971777,MZ2-MEL,971777,SKCM,skin,melanoma
753596,MZ7-mel,753596,SKCM,skin,melanoma
908128,Mewo,908128,SKCM,skin,melanoma
908149,Mo-T,908149,UNCLASSIFIED,blood,hairy_cell_leukaemia
908158,NALM-6,908158,UNCLASSIFIED,blood,B_cell_leukemia
908159,NAMALWA,908159,UNCLASSIFIED,blood,Burkitt_lymphoma
1240181,NB(TU)1-10,1240181,NB,nervous_system,neuroblastoma
949179,NB1,949179,NB,nervous_system,neuroblastoma
949171,NB10,949171,NB,nervous_system,neuroblastoma
949172,NB12,949172,NB,nervous_system,neuroblastoma
949177,NB13,949177,NB,nervous_system,neuroblastoma
949178,NB14,949178,NB,nervous_system,neuroblastoma
949175,NB17,949175,NB,nervous_system,neuroblastoma
1323913,NB4,1323913,LAML,blood,acute_myeloid_leukaemia
949176,NB5,949176,NB,nervous_system,neuroblastoma
949173,NB6,949173,NB,nervous_system,neuroblastoma
908440,NB69,908440,NB,nervous_system,neuroblastoma
949174,NB7,949174,NB,nervous_system,neuroblastoma
925342,NBsusSR,925342,UNCLASSIFIED,nervous_system,neuroblastoma
1509073,NCC010,1509073,KIRC,kidney,kidney
1509074,NCC021,1509074,KIRC,kidney,kidney
687995,NCI-H1048,687995,SCLC,lung,lung_small_cell_carcinoma
687997,NCI-H1092,687997,SCLC,lung,lung_small_cell_carcinoma
908468,NCI-H1105,908468,SCLC,lung,lung_small_cell_carcinoma
908467,NCI-H1155,908467,UNCLASSIFIED,lung,lung_NSCLC_large_cell
688000,NCI-H1184,688000,UNCLASSIFIED,lung,lung_small_cell_carcinoma
753597,NCI-H128,753597,SCLC,lung,lung_small_cell_carcinoma
724831,NCI-H1299,724831,UNCLASSIFIED,lung,lung_NSCLC_large_cell
753599,NCI-H1304,753599,SCLC,lung,lung_small_cell_carcinoma
1330964,NCI-H1341,1330964,SCLC,lung,lung_small_cell_carcinoma
724866,NCI-H1355,724866,LUAD,lung,lung_NSCLC_adenocarcinoma
1330965,NCI-H1385,1330965,UNCLASSIFIED,lung,lung_NSCLC_squamous_cell_carcinoma
684681,NCI-H1395,684681,LUAD,lung,lung_NSCLC_adenocarcinoma
1330969,NCI-H1404,1330969,UNCLASSIFIED,lung,lung_NSCLC_papillary
688001,NCI-H1417,688001,SCLC,lung,lung_small_cell_carcinoma
1298347,NCI-H1435,1298347,LUAD,lung,lung_NSCLC_adenocarcinoma
908469,NCI-H1436,908469,SCLC,lung,lung_small_cell_carcinoma
687794,NCI-H1437,687794,LUAD,lung,lung_NSCLC_adenocarcinoma
910899,NCI-H146,910899,SCLC,lung,lung_small_cell_carcinoma
908464,NCI-H1522,908464,UNCLASSIFIED,lung,lung_small_cell_carcinoma
753600,NCI-H1563,753600,LUAD,lung,lung_NSCLC_adenocarcinoma
1298348,NCI-H1568,1298348,LUAD,lung,lung_NSCLC_adenocarcinoma
908472,NCI-H1573,908472,LUAD,lung,lung_NSCLC_adenocarcinoma
908471,NCI-H1581,908471,UNCLASSIFIED,lung,lung_NSCLC_large_cell
753601,NCI-H1618,753601,UNCLASSIFIED,lung,lung_small_cell_carcinoma
687798,NCI-H1623,687798,LUAD,lung,lung_NSCLC_adenocarcinoma
687799,NCI-H1648,687799,LUAD,lung,lung_NSCLC_adenocarcinoma
687800,NCI-H1650,687800,LUAD,lung,lung_NSCLC_adenocarcinoma
910900,NCI-H1651,910900,LUAD,lung,lung_NSCLC_adenocarcinoma
908473,NCI-H1666,908473,LUAD,lung,lung_NSCLC_adenocarcinoma
1298349,NCI-H1688,1298349,SCLC,lung,lung_small_cell_carcinoma
687802,NCI-H1693,687802,LUAD,lung,lung_NSCLC_adenocarcinoma
688006,NCI-H1694,688006,SCLC,lung,lung_small_cell_carcinoma
908474,NCI-H1703,908474,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma
722058,NCI-H1734,722058,LUAD,lung,lung_NSCLC_adenocarcinoma
908475,NCI-H1755,908475,LUAD,lung,lung_NSCLC_adenocarcinoma
687804,NCI-H1770,687804,UNCLASSIFIED,lung,lung_NSCLC_not_specified
1298350,NCI-H1781,1298350,LUAD,lung,lung_NSCLC_adenocarcinoma
724868,NCI-H1792,724868,LUAD,lung,lung_NSCLC_adenocarcinoma
908463,NCI-H1793,908463,LUAD,lung,lung_NSCLC_adenocarcinoma
1240182,NCI-H1836,1240182,SCLC,lung,lung_small_cell_carcinoma
687807,NCI-H1838,687807,LUAD,lung,lung_NSCLC_adenocarcinoma
1240183,NCI-H1869,1240183,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
688007,NCI-H187,688007,SCLC,lung,lung_small_cell_carcinoma
1330972,NCI-H1876,1330972,SCLC,lung,lung_small_cell_carcinoma
1240184,NCI-H1915,1240184,UNCLASSIFIED,lung,lung_NSCLC_large_cell
908477,NCI-H1926,908477,UNCLASSIFIED,lung,lung_small_cell_carcinoma
1240185,NCI-H1944,1240185,LUAD,lung,lung_NSCLC_adenocarcinoma
1240186,NCI-H196,1240186,SCLC,lung,lung_small_cell_carcinoma
688010,NCI-H1963,688010,SCLC,lung,lung_small_cell_carcinoma
924244,NCI-H1975,924244,LUAD,lung,lung_NSCLC_adenocarcinoma
908476,NCI-H1993,908476,LUAD,lung,lung_NSCLC_adenocarcinoma
724873,NCI-H2009,724873,LUAD,lung,lung_NSCLC_adenocarcinoma
1240187,NCI-H2023,1240187,LUAD,lung,lung_NSCLC_adenocarcinoma
688011,NCI-H2029,688011,SCLC,lung,lung_small_cell_carcinoma
722045,NCI-H2030,722045,LUAD,lung,lung_NSCLC_adenocarcinoma
688058,NCI-H2052,688058,MESO,lung,mesothelioma
1330973,NCI-H2066,1330973,SCLC,lung,lung_small_cell_carcinoma
908480,NCI-H2081,908480,SCLC,lung,lung_small_cell_carcinoma
687812,NCI-H2085,687812,LUAD,lung,lung_NSCLC_adenocarcinoma
724834,NCI-H2087,724834,LUAD,lung,lung_NSCLC_adenocarcinoma
688013,NCI-H209,688013,SCLC,lung,lung_small_cell_carcinoma
924246,NCI-H2107,924246,UNCLASSIFIED,lung,lung_small_cell_carcinoma
1240189,NCI-H211,1240189,SCLC,lung,lung_small_cell_carcinoma
1298351,NCI-H2110,1298351,UNCLASSIFIED,lung,lung_NSCLC_not_specified
722046,NCI-H2122,722046,LUAD,lung,lung_NSCLC_adenocarcinoma
687814,NCI-H2126,687814,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma
1298352,NCI-H2135,1298352,UNCLASSIFIED,lung,lung_NSCLC_not_specified
688014,NCI-H2141,688014,SCLC,lung,lung_small_cell_carcinoma
687815,NCI-H2170,687815,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
688015,NCI-H2171,688015,SCLC,lung,lung_small_cell_carcinoma
1298353,NCI-H2172,1298353,UNCLASSIFIED,lung,lung_NSCLC_not_specified
908481,NCI-H2196,908481,SCLC,lung,lung_small_cell_carcinoma
1330974,NCI-H220,1330974,UNCLASSIFIED,lung,lung_small_cell_carcinoma
688018,NCI-H2227,688018,SCLC,lung,lung_small_cell_carcinoma
687816,NCI-H2228,687816,LUAD,lung,lung_NSCLC_adenocarcinoma
905941,NCI-H226,905941,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
1298355,NCI-H2286,1298355,UNCLASSIFIED,lung,lung_small_cell_carcinoma
724874,NCI-H2291,724874,LUAD,lung,lung_NSCLC_adenocarcinoma
905942,NCI-H23,905942,LUAD,lung,lung_NSCLC_adenocarcinoma
687819,NCI-H2342,687819,LUAD,lung,lung_NSCLC_adenocarcinoma
687820,NCI-H2347,687820,LUAD,lung,lung_NSCLC_adenocarcinoma
687821,NCI-H2405,687821,LUAD,lung,lung_NSCLC_adenocarcinoma
1298356,NCI-H2444,1298356,UNCLASSIFIED,lung,lung_NSCLC_not_specified
908462,NCI-H2452,908462,MESO,lung,mesothelioma
924241,NCI-H250,924241,SCLC,lung,lung_small_cell_carcinoma
908470,NCI-H28,908470,MESO,lung,mesothelioma
753604,NCI-H292,753604,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma
1240190,NCI-H3122,1240190,LUAD,lung,lung_NSCLC_adenocarcinoma
905967,NCI-H322M,905967,LUAD,lung,lung_NSCLC_adenocarcinoma
688021,NCI-H345,688021,SCLC,lung,lung_small_cell_carcinoma
908465,NCI-H358,908465,LUAD,lung,lung_NSCLC_adenocarcinoma
688022,NCI-H378,688022,SCLC,lung,lung_small_cell_carcinoma
908460,NCI-H441,908460,LUAD,lung,lung_NSCLC_adenocarcinoma
688023,NCI-H446,688023,SCLC,lung,lung_small_cell_carcinoma
905943,NCI-H460,905943,UNCLASSIFIED,lung,lung_NSCLC_large_cell
908442,NCI-H508,908442,COREAD,digestive_system,large_intestine
753605,NCI-H510A,753605,SCLC,lung,lung_small_cell_carcinoma
908443,NCI-H520,908443,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
905944,NCI-H522,905944,LUAD,lung,lung_NSCLC_adenocarcinoma
908483,NCI-H524,908483,SCLC,lung,lung_small_cell_carcinoma
688025,NCI-H526,688025,SCLC,lung,lung_small_cell_carcinoma
908459,NCI-H596,908459,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma
908482,NCI-H630,908482,COREAD,digestive_system,large_intestine
688026,NCI-H64,688026,SCLC,lung,lung_small_cell_carcinoma
1240191,NCI-H647,1240191,UNCLASSIFIED,lung,lung_NSCLC_not_specified
722066,NCI-H650,722066,LUAD,lung,lung_NSCLC_adenocarcinoma
687829,NCI-H661,687829,UNCLASSIFIED,lung,lung_NSCLC_large_cell
688027,NCI-H69,688027,SCLC,lung,lung_small_cell_carcinoma
908458,NCI-H716,908458,COREAD,digestive_system,large_intestine
924242,NCI-H719,924242,UNCLASSIFIED,lung,lung_small_cell_carcinoma
687600,NCI-H720,687600,UNCLASSIFIED,lung,lung_NSCLC_carcinoid
724855,NCI-H727,724855,UNCLASSIFIED,lung,lung_NSCLC_carcinoid
688029,NCI-H735,688029,UNCLASSIFIED,lung,lung_small_cell_carcinoma
908457,NCI-H747,908457,COREAD,digestive_system,large_intestine
909194,NCI-H748,909194,SCLC,lung,lung_small_cell_carcinoma
925341,NCI-H810,925341,UNCLASSIFIED,lung,lung_NSCLC_large_cell
688031,NCI-H82,688031,SCLC,lung,lung_small_cell_carcinoma
1333019,NCI-H820,1333019,UNCLASSIFIED,lung,lung_NSCLC_papillary
753607,NCI-H835,753607,UNCLASSIFIED,lung,lung_NSCLC_carcinoid
910399,NCI-H838,910399,LUAD,lung,lung_NSCLC_adenocarcinoma
1240192,NCI-H841,1240192,SCLC,lung,lung_small_cell_carcinoma
1240193,NCI-H847,1240193,SCLC,lung,lung_small_cell_carcinoma
1330977,NCI-H865,1330977,UNCLASSIFIED,lung,lung_small_cell_carcinoma
724825,NCI-H929,724825,MM,blood,myeloma
908461,NCI-N87,908461,STAD,digestive_system,stomach
908444,NCI-SNU-1,908444,STAD,digestive_system,stomach
908446,NCI-SNU-16,908446,STAD,digestive_system,stomach
908445,NCI-SNU-5,908445,STAD,digestive_system,stomach
910942,NEC8,910942,UNCLASSIFIED,urogenital_system,testis
908447,NH-12,908447,NB,nervous_system,neuroblastoma
1330981,NK-92MI,1330981,UNCLASSIFIED,blood,lymphoid_neoplasm_other
908448,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia
908449,NMC-G1,908449,LGG,nervous_system,glioma
908451,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia
925345,NOS-1,925345,UNCLASSIFIED,bone,osteosarcoma
908454,NTERA-S-cl-D1,908454,UNCLASSIFIED,urogenital_system,testis
1330982,NU-DUL-1,1330982,DLBC,blood,B_cell_lymphoma
908455,NUGC-3,908455,STAD,digestive_system,stomach
1298357,NUGC-4,1298357,STAD,digestive_system,stomach
910849,NY,910849,UNCLASSIFIED,bone,osteosarcoma
1503363,OACM5-1,1503363,ESCA,aero_digestive_tract,oesophagus
1503362,OACp4C,1503362,ESCA,aero_digestive_tract,oesophagus
946360,OAW-28,946360,OV,urogenital_system,ovary
910548,OAW-42,910548,OV,urogenital_system,ovary
909257,OC-314,909257,OV,urogenital_system,ovary
910947,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia
1290455,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia
1330983,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia
1330984,OCI-LY-19,1330984,DLBC,blood,B_cell_lymphoma
1659819,OCI-LY7,1659819,DLBC,blood,B_cell_lymphoma
1330985,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia
909256,OCUB-M,909256,BRCA,breast,breast
1298358,OCUM-1,1298358,STAD,digestive_system,stomach
910079,OE19,910079,ESCA,aero_digestive_tract,oesophagus
1298359,OE21,1298359,ESCA,aero_digestive_tract,oesophagus
910549,OE33,910549,ESCA,aero_digestive_tract,oesophagus
949154,OMC-1,949154,CESC,urogenital_system,cervix
909248,ONS-76,909248,MB,nervous_system,medulloblastoma
909249,OPM-2,909249,MM,blood,myeloma
909250,OS-RC-2,909250,KIRC,kidney,kidney
1298361,OSA-80,1298361,UNCLASSIFIED,bone,osteosarcoma
1298362,OSC-19,1298362,HNSC,aero_digestive_tract,head_and_neck
1240196,OSC-20,1240196,HNSC,aero_digestive_tract,head_and_neck
1298363,OUMS-23,1298363,UNCLASSIFIED,digestive_system,large_intestine
1480361,OV-17R,1480361,OV,urogenital_system,ovary
1480362,OV-56,1480362,OV,urogenital_system,ovary
1480360,OV-7,1480360,OV,urogenital_system,ovary
1240197,OV-90,1240197,OV,urogenital_system,ovary
1480364,OVCA420,1480364,OV,urogenital_system,ovary
1480366,OVCA432,1480366,UNCLASSIFIED,urogenital_system,ovary
1480367,OVCA433,1480367,OV,urogenital_system,ovary
905933,OVCAR-3,905933,OV,urogenital_system,ovary
905990,OVCAR-4,905990,OV,urogenital_system,ovary
905969,OVCAR-5,905969,OV,urogenital_system,ovary
905991,OVCAR-8,905991,OV,urogenital_system,ovary
1240198,OVISE,1240198,OV,urogenital_system,ovary
1480371,OVK-18,1480371,OV,urogenital_system,ovary
1240199,OVKATE,1240199,OV,urogenital_system,ovary
1240200,OVMIU,1240200,OV,urogenital_system,ovary
1298365,OVTOKO,1298365,OV,urogenital_system,ovary
1330986,P116,1330986,UNCLASSIFIED,blood,lymphoblastic_T_cell_leukaemia
909251,P12-ICHIKAWA,909251,ALL,blood,lymphoblastic_T_cell_leukaemia
909252,P30-OHK,909252,ALL,blood,lymphoblastic_leukemia
909253,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia
1330987,P32-ISH,1330987,UNCLASSIFIED,blood,Burkitt_lymphoma
1330988,P3HR-1,1330988,UNCLASSIFIED,blood,Burkitt_lymphoma
909255,PA-1,909255,UNCLASSIFIED,urogenital_system,ovary
1298526,PA-TU-8902,1298526,PAAD,pancreas,pancreas
1240201,PA-TU-8988T,1240201,PAAD,pancreas,pancreas
1298475,PANC-02-03,1298475,PAAD,pancreas,pancreas
925346,PANC-03-27,925346,PAAD,pancreas,pancreas
1298476,PANC-04-03,1298476,PAAD,pancreas,pancreas
925347,PANC-08-13,925347,PAAD,pancreas,pancreas
925348,PANC-10-05,925348,PAAD,pancreas,pancreas
753608,PC-14,753608,LUAD,lung,lung_NSCLC_adenocarcinoma
905934,PC-3,905934,PRAD,urogenital_system,prostate
1240202,PC-3_[JPC-3],1240202,LUAD,lung,lung_NSCLC_adenocarcinoma
1240204,PCI-15A,1240204,HNSC,aero_digestive_tract,head_and_neck
1298529,PCI-30,1298529,HNSC,aero_digestive_tract,head_and_neck
1240205,PCI-38,1240205,HNSC,aero_digestive_tract,head_and_neck
1298531,PCI-4B,1298531,HNSC,aero_digestive_tract,head_and_neck
1240206,PCI-6A,1240206,HNSC,aero_digestive_tract,head_and_neck
1240207,PE-CA-PJ15,1240207,HNSC,aero_digestive_tract,head_and_neck
1480372,PEO1,1480372,OV,urogenital_system,ovary
909260,PF-382,909260,ALL,blood,lymphoblastic_T_cell_leukaemia
683667,PFSK-1,683667,MB,nervous_system,medulloblastoma
1330991,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia
1240208,PL18,1240208,PAAD,pancreas,pancreas
1298533,PL4,1298533,PAAD,pancreas,pancreas
925349,PLC-PRF-5,925349,UNCLASSIFIED,digestive_system,liver
910546,PSN1,910546,PAAD,pancreas,pancreas
1330993,PWR-1E,1330993,PRAD,urogenital_system,prostate
1298534,QGP-1,1298534,UNCLASSIFIED,pancreas,pancreas
910545,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia
1330995,RC-K8,1330995,DLBC,blood,B_cell_lymphoma
1524418,RCC-AB,1524418,KIRC,kidney,kidney
1524417,RCC-ER,1524417,KIRC,kidney,kidney
1524414,RCC-FG2,1524414,KIRC,kidney,kidney
1524415,RCC-JF,1524415,KIRC,kidney,kidney
1524416,RCC-JW,1524416,KIRC,kidney,kidney
1524419,RCC-MF,1524419,KIRC,kidney,kidney
909974,RCC10RGB,909974,KIRC,kidney,kidney
1330994,RCH-ACV,1330994,UNCLASSIFIED,blood,B_cell_leukemia
909263,RCM-1,909263,COREAD,digestive_system,large_intestine
909264,RD,909264,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma
1330996,RD-ES,1330996,UNCLASSIFIED,bone,ewings_sarcoma
909696,REH,909696,UNCLASSIFIED,blood,B_cell_leukemia
1240209,RERF-GC-1B,1240209,STAD,digestive_system,stomach
1298537,RERF-LC-KJ,1298537,LUAD,lung,lung_NSCLC_adenocarcinoma
910931,RERF-LC-MS,910931,LUAD,lung,lung_NSCLC_adenocarcinoma
1298538,RERF-LC-Sq1,1298538,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
909697,RF-48,909697,STAD,digestive_system,stomach
971773,RH-1,971773,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma
971774,RH-18,971774,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma
1240210,RH-41,1240210,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma
1298539,RKN,1298539,UNCLASSIFIED,urogenital_system,ovary
909698,RKO,909698,COREAD,digestive_system,large_intestine
910861,RL,910861,DLBC,blood,B_cell_lymphoma
930082,RL95-2,930082,UNCLASSIFIED,urogenital_system,endometrium
909699,RMG-I,909699,UNCLASSIFIED,urogenital_system,ovary
930083,RO82-W-1,930083,THCA,thyroid,thyroid
1331025,ROS-50,1331025,UNCLASSIFIED,blood,B_cell_leukemia
